ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.9.0,true,user,user.changes.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.changes.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.changes.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.changes.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.changes.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.changes.its.birthday,date,custom,,,Custom ITS birthday field
8.9.0,true,user,user.changes.its.created_at,date,custom,,,Custom ITS created_at field
8.9.0,true,user,user.changes.its.delete_at,date,custom,,,Custom ITS delete_at field
8.9.0,true,user,user.changes.its.email_verified,boolean,custom,,,Custom ITS email_verified field
8.9.0,true,user,user.changes.its.gender,keyword,custom,,,Custom ITS gender field
8.9.0,true,user,user.changes.its.identities,nested,custom,,,Custom ITS identities field
8.9.0,true,user,user.changes.its.identities.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.changes.its.identities.user.email,keyword,extended,,,User email address.
8.9.0,true,user,user.changes.its.identities.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.changes.its.identities.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.changes.its.identities.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.changes.its.identities.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.changes.its.identities.user.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.changes.its.identities.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.changes.its.identities.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.changes.its.identities.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.changes.its.identities.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.changes.its.identities.user.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.changes.its.identities.user.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.changes.its.identities.user.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.changes.its.identities.user.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.changes.its.identities.user.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.changes.its.identities.user.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.changes.its.identities.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.changes.its.is_guest_user,boolean,custom,,,Custom ITS is_guest_user field
8.9.0,true,user,user.changes.its.login_at,date,custom,,,Custom ITS login_at field
8.9.0,true,user,user.changes.its.phone.country,keyword,custom,,,Custom ITS phone country field
8.9.0,true,user,user.changes.its.phone.country_calling_code,keyword,custom,,,Custom ITS phone country_calling_code field
8.9.0,true,user,user.changes.its.phone.extension,keyword,custom,,,Custom ITS phone extension field
8.9.0,true,user,user.changes.its.phone.national_number,keyword,custom,,,Custom ITS phone national_number field
8.9.0,true,user,user.changes.its.phone.number,keyword,custom,,,Custom ITS phone number field
8.9.0,true,user,user.changes.its.phone_verified,boolean,custom,,,Custom ITS phone_verified field
8.9.0,true,user,user.changes.its.register_client_id,keyword,custom,,,Custom ITS register_client_id field
8.9.0,true,user,user.changes.its.updated_at,date,custom,,,Custom ITS updated_at field
8.9.0,true,user,user.changes.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.changes.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.changes.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.changes.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.changes.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.changes.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.changes.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.changes.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.changes.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.effective.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.effective.email,keyword,extended,,,User email address.
8.9.0,true,user,user.effective.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.effective.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.effective.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.effective.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.effective.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.effective.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.effective.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.effective.its.birthday,date,custom,,,Custom ITS birthday field
8.9.0,true,user,user.effective.its.created_at,date,custom,,,Custom ITS created_at field
8.9.0,true,user,user.effective.its.delete_at,date,custom,,,Custom ITS delete_at field
8.9.0,true,user,user.effective.its.email_verified,boolean,custom,,,Custom ITS email_verified field
8.9.0,true,user,user.effective.its.gender,keyword,custom,,,Custom ITS gender field
8.9.0,true,user,user.effective.its.identities,nested,custom,,,Custom ITS identities field
8.9.0,true,user,user.effective.its.identities.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.effective.its.identities.user.email,keyword,extended,,,User email address.
8.9.0,true,user,user.effective.its.identities.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.effective.its.identities.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.effective.its.identities.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.effective.its.identities.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.effective.its.identities.user.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.effective.its.identities.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.effective.its.identities.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.effective.its.identities.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.effective.its.identities.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.effective.its.identities.user.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.effective.its.identities.user.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.effective.its.identities.user.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.effective.its.identities.user.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.effective.its.identities.user.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.effective.its.identities.user.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.effective.its.identities.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.effective.its.is_guest_user,boolean,custom,,,Custom ITS is_guest_user field
8.9.0,true,user,user.effective.its.login_at,date,custom,,,Custom ITS login_at field
8.9.0,true,user,user.effective.its.phone.country,keyword,custom,,,Custom ITS phone country field
8.9.0,true,user,user.effective.its.phone.country_calling_code,keyword,custom,,,Custom ITS phone country_calling_code field
8.9.0,true,user,user.effective.its.phone.extension,keyword,custom,,,Custom ITS phone extension field
8.9.0,true,user,user.effective.its.phone.national_number,keyword,custom,,,Custom ITS phone national_number field
8.9.0,true,user,user.effective.its.phone.number,keyword,custom,,,Custom ITS phone number field
8.9.0,true,user,user.effective.its.phone_verified,boolean,custom,,,Custom ITS phone_verified field
8.9.0,true,user,user.effective.its.register_client_id,keyword,custom,,,Custom ITS register_client_id field
8.9.0,true,user,user.effective.its.updated_at,date,custom,,,Custom ITS updated_at field
8.9.0,true,user,user.effective.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.effective.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.effective.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.effective.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.effective.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.effective.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.effective.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.effective.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.effective.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.email,keyword,extended,,,User email address.
8.9.0,true,user,user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.its.birthday,date,custom,,,Custom ITS birthday field
8.9.0,true,user,user.its.created_at,date,custom,,,Custom ITS created_at field
8.9.0,true,user,user.its.delete_at,date,custom,,,Custom ITS delete_at field
8.9.0,true,user,user.its.email_verified,boolean,custom,,,Custom ITS email_verified field
8.9.0,true,user,user.its.gender,keyword,custom,,,Custom ITS gender field
8.9.0,true,user,user.its.identities,nested,custom,,,Custom ITS identities field
8.9.0,true,user,user.its.identities.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.its.identities.user.email,keyword,extended,,,User email address.
8.9.0,true,user,user.its.identities.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.its.identities.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.its.identities.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.its.identities.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.its.identities.user.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.its.identities.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.its.identities.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.its.identities.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.its.identities.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.its.identities.user.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.its.identities.user.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.its.identities.user.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.its.identities.user.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.its.identities.user.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.its.identities.user.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.its.identities.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.its.is_guest_user,boolean,custom,,,Custom ITS is_guest_user field
8.9.0,true,user,user.its.login_at,date,custom,,,Custom ITS login_at field
8.9.0,true,user,user.its.phone.country,keyword,custom,,,Custom ITS phone country field
8.9.0,true,user,user.its.phone.country_calling_code,keyword,custom,,,Custom ITS phone country_calling_code field
8.9.0,true,user,user.its.phone.extension,keyword,custom,,,Custom ITS phone extension field
8.9.0,true,user,user.its.phone.national_number,keyword,custom,,,Custom ITS phone national_number field
8.9.0,true,user,user.its.phone.number,keyword,custom,,,Custom ITS phone number field
8.9.0,true,user,user.its.phone_verified,boolean,custom,,,Custom ITS phone_verified field
8.9.0,true,user,user.its.register_client_id,keyword,custom,,,Custom ITS register_client_id field
8.9.0,true,user,user.its.updated_at,date,custom,,,Custom ITS updated_at field
8.9.0,true,user,user.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.target.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.target.email,keyword,extended,,,User email address.
8.9.0,true,user,user.target.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.target.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.target.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.target.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.target.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.target.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.target.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.target.its.birthday,date,custom,,,Custom ITS birthday field
8.9.0,true,user,user.target.its.created_at,date,custom,,,Custom ITS created_at field
8.9.0,true,user,user.target.its.delete_at,date,custom,,,Custom ITS delete_at field
8.9.0,true,user,user.target.its.email_verified,boolean,custom,,,Custom ITS email_verified field
8.9.0,true,user,user.target.its.gender,keyword,custom,,,Custom ITS gender field
8.9.0,true,user,user.target.its.identities,nested,custom,,,Custom ITS identities field
8.9.0,true,user,user.target.its.identities.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.9.0,true,user,user.target.its.identities.user.email,keyword,extended,,,User email address.
8.9.0,true,user,user.target.its.identities.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.target.its.identities.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.9.0,true,user,user.target.its.identities.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.9.0,true,user,user.target.its.identities.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.9.0,true,user,user.target.its.identities.user.group.name,keyword,extended,,,Name of the group.
8.9.0,true,user,user.target.its.identities.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.9.0,true,user,user.target.its.identities.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.9.0,true,user,user.target.its.identities.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.target.its.identities.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.target.its.identities.user.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.target.its.identities.user.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.target.its.identities.user.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.target.its.identities.user.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.target.its.identities.user.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.target.its.identities.user.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.target.its.identities.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.9.0,true,user,user.target.its.is_guest_user,boolean,custom,,,Custom ITS is_guest_user field
8.9.0,true,user,user.target.its.login_at,date,custom,,,Custom ITS login_at field
8.9.0,true,user,user.target.its.phone.country,keyword,custom,,,Custom ITS phone country field
8.9.0,true,user,user.target.its.phone.country_calling_code,keyword,custom,,,Custom ITS phone country_calling_code field
8.9.0,true,user,user.target.its.phone.extension,keyword,custom,,,Custom ITS phone extension field
8.9.0,true,user,user.target.its.phone.national_number,keyword,custom,,,Custom ITS phone national_number field
8.9.0,true,user,user.target.its.phone.number,keyword,custom,,,Custom ITS phone number field
8.9.0,true,user,user.target.its.phone_verified,boolean,custom,,,Custom ITS phone_verified field
8.9.0,true,user,user.target.its.register_client_id,keyword,custom,,,Custom ITS register_client_id field
8.9.0,true,user,user.target.its.updated_at,date,custom,,,Custom ITS updated_at field
8.9.0,true,user,user.target.name,keyword,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.target.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.9.0,true,user,user.target.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.target.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
8.9.0,true,user,user.target.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
8.9.0,true,user,user.target.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.target.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
8.9.0,true,user,user.target.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
8.9.0,true,user,user.target.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
